Date, Time, Latitude, Longitude, GPS Fix, Force, Water Level, Accel Calibration, Gyro Calibration, Magne Calibration, Sys Calibration, Quat W, Quat X, Quat Y, Quat Z, Euler X, Euler Y, Euler Z, Pressure (Pa), Altitude (m), Internal Temperature (C)
4/26/2021, 23:44:17, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.41, -0.27, -0.66, 0.57, 250.88, 13.19, 90.19, 101867.50, -44.63, 39.38
4/26/2021, 23:44:18, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.44, -0.28, -0.66, 0.55, 256.75, 15.25, 90.88, 101863.00, -44.56, 39.38
4/26/2021, 23:44:20, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.44, -0.28, -0.65, 0.56, 255.69, 14.81, 89.44, 101861.00, -43.88, 39.44
4/26/2021, 23:44:21, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.41, -0.23, -0.69, 0.55, 253.06, 18.06, 93.75, 101847.75, -42.94, 39.44
4/26/2021, 23:44:22, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.40, -0.16, -0.72, 0.55, 251.19, 22.88, 94.69, 101831.00, -41.88, 39.44
4/26/2021, 23:44:23, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.37, -0.18, -0.58, 0.70, 236.38, 10.19, 74.69, 101847.00, -42.56, 39.44
4/26/2021, 23:44:24, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.31, -0.20, -0.69, 0.63, 232.56, 9.81, 91.19, 101837.75, -42.38, 39.50
4/26/2021, 23:44:25, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.29, -0.22, -0.71, 0.60, 232.13, 9.06, 96.31, 101830.25, -41.88, 39.50
4/26/2021, 23:44:26, 21.65224, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.30, -0.23, -0.71, 0.59, 233.69, 8.69, 97.31, 101831.00, -42.13, 39.56
4/26/2021, 23:44:27, 21.65224, -158.06250, 1, 179, 0, 0, 3, 3, 3, 0.30, -0.23, -0.72, 0.59, 234.13, 9.13, 97.75, 101829.50, -41.94, 39.63
4/26/2021, 23:44:28, 21.65224, -158.06250, 1, 178, 0, 0, 3, 2, 3, 0.30, -0.21, -0.69, 0.62, 230.94, 8.38, 92.88, 101823.50, -41.69, 39.63
4/26/2021, 23:44:29, 21.65224, -158.06250, 1, 178, 0, 0, 3, 2, 3, 0.19, -0.21, -0.68, 0.68, 211.00, -1.38, 89.94, 101840.50, -43.38, 39.69
4/26/2021, 23:44:31, 21.65225, -158.06250, 1, 178, 0, 0, 3, 3, 3, 0.19, -0.27, -0.62, 0.71, 209.69, -8.25, 85.00, 101837.00, -41.94, 39.75
4/26/2021, 23:44:32, 21.65225, -158.06250, 1, 179, 0, 0, 3, 3, 3, 0.24, -0.23, -0.69, 0.64, 220.44, 2.06, 93.31, 101825.75, -41.88, 39.75
4/26/2021, 23:44:33, 21.65225, -158.06250, 1, 179, 0, 0, 3, 3, 3, 0.31, -0.22, -0.71, 0.60, 234.06, 9.81, 95.56, 101830.50, -42.44, 39.81
4/26/2021, 23:44:34, 21.65225, -158.06250, 1, 180, 0, 0, 3, 3, 3, 0.20, -0.13, -0.75, 0.62, 216.31, 8.38, 98.81, 101837.25, -42.38, 39.88
4/26/2021, 23:44:35, 21.65225, -158.06250, 1, 180, 0, 0, 3, 3, 3, 0.28, -0.23, -0.74, 0.57, 233.00, 9.13, 101.06, 101837.25, -42.31, 39.88
4/26/2021, 23:44:36, 21.65225, -158.06250, 1, 178, 0, 0, 3, 2, 3, 0.29, -0.24, -0.74, 0.56, 234.81, 9.38, 102.44, 101838.50, -42.63, 39.94
4/26/2021, 23:44:37, 21.65225, -158.06250, 1, 178, 0, 0, 3, 2, 3, 0.30, -0.23, -0.74, 0.55, 236.13, 10.31, 102.50, 101833.25, -42.19, 39.94
4/26/2021, 23:44:38, 21.65225, -158.06250, 1, 178, 0, 0, 3, 2, 3, 0.29, -0.23, -0.74, 0.55, 235.75, 10.25, 102.50, 101832.50, -42.06, 40.00
4/26/2021, 23:44:39, 21.65226, -158.06250, 1, 178, 0, 0, 3, 2, 3, 0.29, -0.23, -0.74, 0.56, 235.00, 10.06, 102.31, 101830.50, -42.25, 40.00
4/26/2021, 23:44:40, 21.65226, -158.06250, 1, 178, 0, 0, 3, 2, 3, 0.29, -0.23, -0.75, 0.56, 234.31, 9.81, 102.88, 101837.25, -42.19, 40.06
4/26/2021, 23:44:42, 21.65225, -158.06252, 1, 178, 0, 0, 3, 2, 3, 0.27, -0.25, -0.73, 0.57, 230.75, 6.38, 101.38, 101827.25, -43.75, 40.00
4/26/2021, 23:44:43, 21.65225, -158.06252, 1, 179, 0, 0, 3, 2, 3, 0.12, -0.26, -0.77, 0.57, 203.56, -6.31, 109.06, 101823.25, -41.31, 40.00
4/26/2021, 23:44:44, 21.65225, -158.06252, 1, 178, 0, 0, 3, 2, 3, 0.05, -0.29, -0.79, 0.53, 190.19, -13.38, 116.06, 101824.00, -40.81, 40.00
4/26/2021, 23:44:45, 21.65225, -158.06252, 1, 178, 0, 0, 3, 2, 3, 0.11, -0.17, -0.75, 0.63, 199.50, -3.19, 99.94, 101821.75, -41.31, 40.06
4/26/2021, 23:44:46, 21.65225, -158.06252, 1, 178, 0, 0, 3, 2, 3, 0.29, -0.29, -0.74, 0.53, 236.50, 6.94, 105.31, 101823.25, -41.88, 40.13
4/26/2021, 23:44:47, 21.65225, -158.06252, 1, 178, 0, 0, 3, 2, 3, 0.27, -0.23, -0.74, 0.58, 230.00, 7.75, 101.06, 101826.25, -40.56, 40.13
4/26/2021, 23:44:48, 21.65225, -158.06252, 1, 178, 0, 0, 3, 2, 3, 0.26, -0.19, -0.72, 0.61, 226.50, 8.19, 96.06, 101817.75, -41.13, 40.13
4/26/2021, 23:44:49, 21.65225, -158.06252, 1, 178, 0, 0, 3, 2, 3, 0.05, -0.03, -0.79, 0.61, 189.56, 2.50, 104.63, 101857.25, -44.19, 40.13
4/26/2021, 23:44:50, 21.65225, -158.06252, 1, 178, 0, 0, 3, 2, 3, -0.42, 0.50, -0.56, 0.51, 101.44, 2.56, 97.94, 101836.50, -42.31, 40.13
4/26/2021, 23:44:51, 21.65224, -158.06248, 1, 179, 0, 0, 3, 2, 3, -0.60, 0.70, -0.22, 0.31, 54.06, 9.38, 95.19, 101820.50, -40.69, 40.13
4/26/2021, 23:44:53, 21.65224, -158.06248, 1, 177, 0, 0, 3, 3, 3, -0.27, 0.94, -0.16, 0.10, 199.06, 4.69, 149.94, 101848.25, -45.25, 40.06
4/26/2021, 23:44:54, 21.65224, -158.06248, 1, 179, 0, 0, 3, 3, 2, -0.34, 0.79, -0.22, 0.46, 106.69, 34.94, 115.69, 101813.00, -39.56, 40.06
4/26/2021, 23:44:55, 21.65224, -158.06248, 1, 179, 0, 0, 3, 3, 2, -0.35, 0.81, -0.11, 0.47, 106.94, 42.50, 115.94, 101826.75, -42.44, 40.00
4/26/2021, 23:44:56, 21.65224, -158.06248, 1, 179, 0, 0, 3, 3, 3, -0.42, 0.79, -0.06, 0.44, 93.06, 40.31, 109.44, 101861.25, -45.31, 40.00
4/26/2021, 23:44:57, 21.65224, -158.06248, 1, 179, 0, 0, 3, 3, 3, -0.40, 0.84, -0.04, 0.37, 84.56, 35.44, 119.75, 101839.25, -43.06, 40.00
4/26/2021, 23:44:58, 21.65224, -158.06248, 1, 179, 0, 0, 3, 3, 3, -0.37, 0.82, -0.12, 0.43, 98.44, 37.56, 117.63, 101810.00, -39.00, 39.94
4/26/2021, 23:44:59, 21.65224, -158.06248, 1, 179, 0, 0, 3, 3, 2, -0.02, 0.99, -0.12, 0.11, 193.88, 12.50, 175.56, 101778.50, -37.19, 39.94
4/26/2021, 23:45:00, 21.65224, -158.06248, 1, 179, 0, 0, 3, 3, 3, 0.08, 0.97, -0.21, -0.04, 204.13, -2.13, -170.38, 101757.25, -36.50, 39.94
