Date, Time, Latitude, Longitude, GPS Fix, Force, Water Level, Accel Calibration, Gyro Calibration, Magne Calibration, Sys Calibration, Quat W, Quat X, Quat Y, Quat Z, Euler X, Euler Y, Euler Z, Pressure (Pa), Altitude (m), Internal Temperature (C)
4/26/2021, 22:01:33, 21.38740, -157.94679, 1, 698, 0, 0, 3, 3, 3, 0.84, -0.04, 0.01, -0.54, 65.13, 0.81, 4.31, 100877.00, 36.81, 27.19
4/26/2021, 22:01:34, 21.38740, -157.94679, 1, 249, 0, 0, 3, 3, 3, 0.84, -0.04, 0.01, -0.54, 65.13, 0.81, 4.31, 100888.25, 36.50, 27.25
4/26/2021, 22:01:35, 21.38740, -157.94679, 1, 198, 0, 0, 3, 3, 3, 0.84, -0.04, 0.01, -0.54, 65.13, 0.75, 4.38, 100891.50, 36.38, 27.25
4/26/2021, 22:01:36, 21.38740, -157.94679, 1, 189, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.38, 100891.75, 36.13, 27.31
4/26/2021, 22:01:37, 21.38740, -157.94679, 1, 186, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.44, 100894.75, 36.13, 27.31
4/26/2021, 22:01:38, 21.38740, -157.94679, 1, 186, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.50, 100891.75, 35.81, 27.31
4/26/2021, 22:01:39, 21.38741, -157.94679, 1, 186, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.63, 100896.00, 35.88, 27.31
4/26/2021, 22:01:40, 21.38741, -157.94679, 1, 186, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.63, 100896.75, 35.75, 27.31
4/26/2021, 22:01:41, 21.38742, -157.94679, 1, 186, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.69, 100897.50, 35.63, 27.31
4/26/2021, 22:01:42, 21.38742, -157.94679, 1, 185, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.69, 100897.75, 35.63, 27.31
4/26/2021, 22:01:44, 21.38742, -157.94679, 1, 185, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.69, 100902.00, 35.63, 27.31
4/26/2021, 22:01:45, 21.38742, -157.94679, 1, 185, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.69, 100901.25, 35.63, 27.31
4/26/2021, 22:01:46, 21.38742, -157.94679, 1, 185, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.69, 100899.75, 35.06, 27.38
4/26/2021, 22:01:47, 21.38742, -157.94679, 1, 185, 0, 0, 3, 3, 3, 0.84, -0.04, 0.02, -0.54, 65.13, 0.75, 4.69, 100904.50, 34.94, 27.38
