Date, Time, Latitude, Longitude, GPS Fix, Force, Water Level, Accel Calibration, Gyro Calibration, Magne Calibration, Sys Calibration, Quat W, Quat X, Quat Y, Quat Z, Euler X, Euler Y, Euler Z, Pressure (Pa), Altitude (m), Internal Temperature (C)
4/26/2021, 22:31:32, 21.38725, -157.94666, 1, 652, 0, 1, 3, 3, 3, 0.04, -0.01, 0.07, -1.00, 175.19, 0.25, 7.75, 101369.50, -4.69, 33.06
4/26/2021, 22:31:33, 21.38725, -157.94666, 1, 214, 0, 1, 3, 3, 3, 0.04, -0.01, 0.07, -1.00, 175.19, 0.25, 7.75, 101384.75, -4.88, 33.06
4/26/2021, 22:31:35, 21.38725, -157.94666, 1, 190, 0, 1, 3, 3, 3, 0.04, -0.01, 0.07, -1.00, 175.19, 0.25, 7.75, 101386.75, -5.19, 33.13
4/26/2021, 22:31:36, 21.38725, -157.94666, 1, 188, 0, 1, 3, 3, 3, 0.04, -0.01, 0.07, -1.00, 175.19, 0.25, 7.75, 101390.50, -5.31, 33.13
4/26/2021, 22:31:37, 21.38725, -157.94666, 1, 187, 0, 1, 3, 3, 3, 0.04, -0.01, 0.07, -1.00, 175.19, 0.25, 7.75, 101390.25, -5.31, 33.13
4/26/2021, 22:31:38, 21.38725, -157.94666, 1, 187, 0, 1, 3, 3, 3, 0.04, -0.01, 0.07, -1.00, 175.19, 0.25, 7.75, 101392.75, -5.44, 33.13
4/26/2021, 22:31:39, 21.38725, -157.94666, 1, 184, 0, 1, 3, 3, 3, 0.04, -0.01, 0.07, -1.00, 175.19, 0.25, 7.75, 101393.50, -7.94, 33.13
4/26/2021, 22:31:40, 21.38727, -157.94664, 1, 187, 0, 1, 3, 3, 1, 0.28, 0.10, 0.08, -0.95, 147.75, -13.44, 6.13, 101454.00, -6.56, 33.13
4/26/2021, 22:31:41, 21.38728, -157.94662, 1, 185, 0, 1, 3, 3, 0, 0.96, 0.06, 0.03, -0.28, 32.38, -5.19, -5.94, 101393.50, -6.19, 33.13
4/26/2021, 22:31:42, 21.38728, -157.94662, 1, 184, 0, 1, 3, 3, 0, 0.98, 0.05, 0.04, 0.19, 338.00, -2.81, -6.44, 101408.00, -6.69, 33.13
4/26/2021, 22:31:43, 21.38728, -157.94662, 1, 186, 0, 1, 3, 3, 2, 0.96, 0.00, 0.05, 0.28, 327.19, -5.44, -1.81, 101400.25, -6.63, 33.13
4/26/2021, 22:31:44, 21.38728, -157.94662, 1, 186, 0, 1, 3, 3, 3, 0.95, 0.02, 0.03, 0.31, 324.31, -2.31, -3.06, 101401.75, -5.88, 33.13
4/26/2021, 22:31:46, 21.38728, -157.94662, 1, 186, 0, 1, 3, 3, 3, 0.95, 0.03, 0.03, 0.31, 323.81, -1.69, -4.06, 101445.25, -17.31, 33.13
